Period,Value
08-May-34,0.076895
13-May-34,0.076831
18-May-34,0.076819
23-May-34,0.076666
28-May-34,0.076749
02-Jun-34,0.076786
07-Jun-34,0.076816
12-Jun-34,0.076791
17-Jun-34,0.076945
22-Jun-34,0.076915
27-Jun-34,0.077003
02-Jul-34,0.076898
07-Jul-34,0.076952
12-Jul-34,0.076965
17-Jul-34,0.076886
22-Jul-34,0.076905
27-Jul-34,0.076813
01-Aug-34,0.076822
06-Aug-34,0.07662
11-Aug-34,0.076625
16-Aug-34,0.076625
21-Aug-34,0.076625
26-Aug-34,0.076619
31-Aug-34,0.076619
05-Sep-34,0.076415
10-Sep-34,0.076415
15-Sep-34,0.076415
20-Sep-34,0.076415
25-Sep-34,0.076415
30-Sep-34,0.076415
05-Oct-34,0.077588
10-Oct-34,0.077652
15-Oct-34,0.077307
20-Oct-34,0.077447
25-Oct-34,0.077525
30-Oct-34,0.077717
04-Nov-34,0.077729
09-Nov-34,0.077847
14-Nov-34,0.077714
19-Nov-34,0.077647
24-Nov-34,0.07754
29-Nov-34,0.07745
04-Dec-34,0.077372
09-Dec-34,0.077502
14-Dec-34,0.077534
19-Dec-34,0.077594
24-Dec-34,0.07777
29-Dec-34,0.077999
03-Jan-35,0.078034
08-Jan-35,0.078016
13-Jan-35,0.078022
18-Jan-35,0.078009
23-Jan-35,0.07803
28-Jan-35,0.078063
02-Feb-35,0.078064
07-Feb-35,0.078053
12-Feb-35,0.078102
17-Feb-35,0.078082
22-Feb-35,0.077839
27-Feb-35,0.077748
04-Mar-35,0.077819
09-Mar-35,0.077885
14-Mar-35,0.078108
19-Mar-35,0.078062
24-Mar-35,0.078173
29-Mar-35,0.078401
03-Apr-35,0.078065
08-Apr-35,0.07812
13-Apr-35,0.078355
18-Apr-35,0.07812
23-Apr-35,0.077876
28-Apr-35,0.077603
03-May-35,0.07731
08-May-35,0.077528
13-May-35,0.077451
18-May-35,0.077546
23-May-35,0.077489
28-May-35,0.077459
02-Jun-35,0.077915
07-Jun-35,0.077818
12-Jun-35,0.077984
17-Jun-35,0.078067
22-Jun-35,0.077657
27-Jun-35,0.077758
02-Jul-35,0.077905
07-Jul-35,0.077885
12-Jul-35,0.07778
17-Jul-35,0.077799
22-Jul-35,0.077872
27-Jul-35,0.077881
01-Aug-35,0.077843
06-Aug-35,0.077795
11-Aug-35,0.077784
16-Aug-35,0.078
21-Aug-35,0.077964
26-Aug-35,0.077968
31-Aug-35,0.078133
05-Sep-35,0.078151
10-Sep-35,0.078107
15-Sep-35,0.077981
20-Sep-35,0.078143
25-Sep-35,0.078209
30-Sep-35,0.078261
05-Oct-35,0.078189
10-Oct-35,0.078206
15-Oct-35,0.078028
20-Oct-35,0.07813
25-Oct-35,0.077946
30-Oct-35,0.078089
04-Nov-35,0.078072
09-Nov-35,0.078107
14-Nov-35,0.07824
19-Nov-35,0.078296
24-Nov-35,0.078369
29-Nov-35,0.078464
04-Dec-35,0.078535
09-Dec-35,0.078494
14-Dec-35,0.07854
19-Dec-35,0.078402
24-Dec-35,0.078378
29-Dec-35,0.078367
03-Jan-36,0.078268
08-Jan-36,0.07826
13-Jan-36,0.07821
18-Jan-36,0.078105
23-Jan-36,0.078006
28-Jan-36,0.078131
02-Feb-36,0.078266
07-Feb-36,0.078291
12-Feb-36,0.078352
17-Feb-36,0.078215
22-Feb-36,0.078196
27-Feb-36,0.078235
03-Mar-36,0.078043
08-Mar-36,0.07803
13-Mar-36,0.078095
18-Mar-36,0.078122
23-Mar-36,0.078212
28-Mar-36,0.078249
02-Apr-36,0.078234
07-Apr-36,0.078191
12-Apr-36,0.078126
17-Apr-36,0.078043
22-Apr-36,0.078159
27-Apr-36,0.078176
02-May-36,0.078151
07-May-36,0.078298
12-May-36,0.07846
17-May-36,0.078591
22-May-36,0.078527
27-May-36,0.078504
01-Jun-36,0.078653
06-Jun-36,0.078511
11-Jun-36,0.078438
16-Jun-36,0.078352
21-Jun-36,0.078339
26-Jun-36,0.078671
01-Jul-36,0.079088
06-Jul-36,0.079304
11-Jul-36,0.079048
16-Jul-36,0.079249
21-Jul-36,0.079255
26-Jul-36,0.079318
31-Jul-36,0.079387
05-Aug-36,0.079384
10-Aug-36,0.079441
15-Aug-36,0.079374
20-Aug-36,0.0794
25-Aug-36,0.079277
30-Aug-36,0.078794
04-Sep-36,0.07876
09-Sep-36,0.078794
14-Sep-36,0.078859
19-Sep-36,0.078549
24-Sep-36,0.078297
29-Sep-36,0.078404
04-Oct-36,0.078813
09-Oct-36,0.07882
14-Oct-36,0.078766
19-Oct-36,0.07882
24-Oct-36,0.078837
29-Oct-36,0.078833
03-Nov-36,0.078615
08-Nov-36,0.078741
13-Nov-36,0.078673
18-Nov-36,0.078697
23-Nov-36,0.078808
28-Nov-36,0.079096
03-Dec-36,0.079116
08-Dec-36,0.079367
13-Dec-36,0.079524
18-Dec-36,0.07943
23-Dec-36,0.079402
28-Dec-36,0.079108
02-Jan-37,0.079321
07-Jan-37,0.079325
12-Jan-37,0.079273
17-Jan-37,0.079243
22-Jan-37,0.079194
27-Jan-37,0.079195
01-Feb-37,0.07928
06-Feb-37,0.079365
11-Feb-37,0.079521
16-Feb-37,0.079525
21-Feb-37,0.079549
26-Feb-37,0.07954
03-Mar-37,0.079604
08-Mar-37,0.079666
13-Mar-37,0.079719
18-Mar-37,0.079705
23-Mar-37,0.079594
28-Mar-37,0.07957
02-Apr-37,0.079367
07-Apr-37,0.07925
12-Apr-37,0.079227
17-Apr-37,0.079422
22-Apr-37,0.079448
27-Apr-37,0.079362
02-May-37,0.079839
07-May-37,0.079879
12-May-37,0.079843
17-May-37,0.079979
22-May-37,0.079973
27-May-37,0.079958
01-Jun-37,0.080007
06-Jun-37,0.079922
11-Jun-37,0.080022
16-Jun-37,0.080013
21-Jun-37,0.079964
26-Jun-37,0.079997
01-Jul-37,0.080018
06-Jul-37,0.08
11-Jul-37,0.080032
16-Jul-37,0.0801
21-Jul-37,0.080159
26-Jul-37,0.080283
31-Jul-37,0.080357
05-Aug-37,0.080293
10-Aug-37,0.080361
15-Aug-37,0.080364
20-Aug-37,0.080581
25-Aug-37,0.080579
30-Aug-37,0.080625
04-Sep-37,0.080636
09-Sep-37,0.080414
14-Sep-37,0.080496
19-Sep-37,0.080609
24-Sep-37,0.080798
29-Sep-37,0.08085
04-Oct-37,0.080786
09-Oct-37,0.080594
14-Oct-37,0.079811
19-Oct-37,0.079477
24-Oct-37,0.079428
29-Oct-37,0.079321
03-Nov-37,0.079526
08-Nov-37,0.07937
13-Nov-37,0.079547
18-Nov-37,0.079832
23-Nov-37,0.07944
28-Nov-37,0.079497
03-Dec-37,0.079554
08-Dec-37,0.079705
13-Dec-37,0.079824
18-Dec-37,0.079987
23-Dec-37,0.080114
28-Dec-37,0.080015
02-Jan-38,0.079946
07-Jan-38,0.079965
12-Jan-38,0.08011
17-Jan-38,0.080045
22-Jan-38,0.080042
27-Jan-38,0.08007
01-Feb-38,0.079952
06-Feb-38,0.07996
11-Feb-38,0.079925
16-Feb-38,0.079916
21-Feb-38,0.080099
26-Feb-38,0.080023
03-Mar-38,0.080093
08-Mar-38,0.07999
13-Mar-38,0.079911
18-Mar-38,0.079933
23-Mar-38,0.079935
28-Mar-38,0.079998
02-Apr-38,0.080052
07-Apr-38,0.08017
12-Apr-38,0.080067
17-Apr-38,0.080076
22-Apr-38,0.080127
27-Apr-38,0.080157
02-May-38,0.080114
07-May-38,0.08
12-May-38,0.080031
17-May-38,0.079997
22-May-38,0.080007
27-May-38,0.08001
01-Jun-38,0.079997
06-Jun-38,0.079825
11-Jun-38,0.079805
16-Jun-38,0.079804
21-Jun-38,0.079805
26-Jun-38,0.079857
01-Jul-38,0.079784
06-Jul-38,0.079632
11-Jul-38,0.0797
16-Jul-38,0.079602
21-Jul-38,0.079599
26-Jul-38,0.079969
31-Jul-38,0.080047
05-Aug-38,0.080069
10-Aug-38,0.080039
15-Aug-38,0.079964
20-Aug-38,0.080083
25-Aug-38,0.080109
30-Aug-38,0.080148
04-Sep-38,0.080351
09-Sep-38,0.080429
14-Sep-38,0.080429
19-Sep-38,0.08056
24-Sep-38,0.080537
29-Sep-38,0.080486
04-Oct-38,0.08054
09-Oct-38,0.080538
14-Oct-38,0.080619
19-Oct-38,0.080741
24-Oct-38,0.08061
29-Oct-38,0.080683
03-Nov-38,0.08056
08-Nov-38,0.0804
13-Nov-38,0.080343
18-Nov-38,0.080347
23-Nov-38,0.08034
28-Nov-38,0.080306
03-Dec-38,0.080289
08-Dec-38,0.080039
13-Dec-38,0.079941
18-Dec-38,0.080037
23-Dec-38,0.080077
28-Dec-38,0.080324
02-Jan-39,0.080211
07-Jan-39,0.080208
12-Jan-39,0.08033
17-Jan-39,0.0804
22-Jan-39,0.080401
27-Jan-39,0.080229
01-Feb-39,0.080192
06-Feb-39,0.080211
11-Feb-39,0.080295
16-Feb-39,0.08024
21-Feb-39,0.080233
26-Feb-39,0.080215
03-Mar-39,0.079694
08-Mar-39,0.0798
13-Mar-39,0.079725
18-Mar-39,0.079919
23-Mar-39,0.079712
28-Mar-39,0.079667
02-Apr-39,0.079816
07-Apr-39,0.079725
12-Apr-39,0.079749
17-Apr-39,0.079776
22-Apr-39,0.079764
27-Apr-39,0.079818
02-May-39,0.079844
07-May-39,0.0798
12-May-39,0.079838
17-May-39,0.079755
22-May-39,0.079691
27-May-39,0.079681
01-Jun-39,0.079733
06-Jun-39,0.07966
11-Jun-39,0.079738
16-Jun-39,0.079732
21-Jun-39,0.0798
26-Jun-39,0.079734
01-Jul-39,0.079794
06-Jul-39,0.07948
11-Jul-39,0.079348
16-Jul-39,0.079286
21-Jul-39,0.079243
26-Jul-39,0.079105
31-Jul-39,0.079161
05-Aug-39,0.079148
10-Aug-39,0.078988
15-Aug-39,0.0791
20-Aug-39,0.079
25-Aug-39,0.0788
30-Aug-39,0.07879
04-Sep-39,0.07889
09-Sep-39,0.078921
14-Sep-39,0.078849
19-Sep-39,0.078769
24-Sep-39,0.078631
29-Sep-39,0.078556
04-Oct-39,0.078488
09-Oct-39,0.078498
14-Oct-39,0.07837
19-Oct-39,0.078168
24-Oct-39,0.078193
29-Oct-39,0.0784
03-Nov-39,0.07845
08-Nov-39,0.078325
13-Nov-39,0.07845
18-Nov-39,0.078393
23-Nov-39,0.078446
28-Nov-39,0.078368
03-Dec-39,0.078461
08-Dec-39,0.078236
13-Dec-39,0.078136
18-Dec-39,0.078218
23-Dec-39,0.078249
28-Dec-39,0.07835
02-Jan-40,0.078294
07-Jan-40,0.078349
12-Jan-40,0.078113
17-Jan-40,0.078056
22-Jan-40,0.078149
27-Jan-40,0.078096
01-Feb-40,0.078184
06-Feb-40,0.078113
11-Feb-40,0.078229
16-Feb-40,0.078339
21-Feb-40,0.078295
26-Feb-40,0.078317
02-Mar-40,0.078366
07-Mar-40,0.07835
12-Mar-40,0.07845
17-Mar-40,0.078438
22-Mar-40,0.0785
27-Mar-40,0.078465
01-Apr-40,0.078304
06-Apr-40,0.078147
11-Apr-40,0.0781
16-Apr-40,0.078137
21-Apr-40,0.078222
26-Apr-40,0.078252
01-May-40,0.078252
06-May-40,0.078212
11-May-40,0.078246
16-May-40,0.078147
21-May-40,0.078273
26-May-40,0.07827
31-May-40,0.078301
05-Jun-40,0.078261
10-Jun-40,0.078235
15-Jun-40,0.078269
20-Jun-40,0.078276
25-Jun-40,0.07813
30-Jun-40,0.07763
05-Jul-40,0.077488
10-Jul-40,0.077588
15-Jul-40,0.077588
20-Jul-40,0.077537
25-Jul-40,0.077642
30-Jul-40,0.077862
04-Aug-40,0.077848
09-Aug-40,0.077846
14-Aug-40,0.077823
19-Aug-40,0.077846
24-Aug-40,0.078109
29-Aug-40,0.078115
03-Sep-40,0.077897
08-Sep-40,0.078352
13-Sep-40,0.078503
18-Sep-40,0.078232
23-Sep-40,0.07822
28-Sep-40,0.0783
03-Oct-40,0.078334
08-Oct-40,0.078096
13-Oct-40,0.077894
18-Oct-40,0.078028
23-Oct-40,0.077963
28-Oct-40,0.07817
02-Nov-40,0.078266
07-Nov-40,0.078271
12-Nov-40,0.07821
17-Nov-40,0.078397
22-Nov-40,0.078364
27-Nov-40,0.078488
02-Dec-40,0.078534
07-Dec-40,0.078514
12-Dec-40,0.078499
17-Dec-40,0.078725
22-Dec-40,0.078763
27-Dec-40,0.078885
01-Jan-41,0.078827
06-Jan-41,0.079001
11-Jan-41,0.079032
16-Jan-41,0.078963
21-Jan-41,0.079033
26-Jan-41,0.079017
31-Jan-41,0.079003
05-Feb-41,0.078963
10-Feb-41,0.078911
15-Feb-41,0.078728
20-Feb-41,0.078686
25-Feb-41,0.07862
02-Mar-41,0.078449
07-Mar-41,0.078606
12-Mar-41,0.0786
17-Mar-41,0.078763
22-Mar-41,0.078878
27-Mar-41,0.078874
01-Apr-41,0.079132
06-Apr-41,0.07902
11-Apr-41,0.079117
16-Apr-41,0.079091
21-Apr-41,0.078709
26-Apr-41,0.078737
01-May-41,0.078619
06-May-41,0.078629
11-May-41,0.078584
16-May-41,0.078723
21-May-41,0.078831
26-May-41,0.078882
31-May-41,0.078777
05-Jun-41,0.078846
10-Jun-41,0.078825
15-Jun-41,0.078723
20-Jun-41,0.078799
25-Jun-41,0.078798
30-Jun-41,0.078929
05-Jul-41,0.078884
10-Jul-41,0.078961
15-Jul-41,0.07887
20-Jul-41,0.078914
25-Jul-41,0.078934
30-Jul-41,0.078929
04-Aug-41,0.078937
09-Aug-41,0.078876
14-Aug-41,0.078922
19-Aug-41,0.0789
24-Aug-41,0.078939
29-Aug-41,0.078919
03-Sep-41,0.078931
08-Sep-41,0.079066
13-Sep-41,0.079045
18-Sep-41,0.079084
23-Sep-41,0.079087
28-Sep-41,0.079141
03-Oct-41,0.079066
08-Oct-41,0.079099
13-Oct-41,0.07919
18-Oct-41,0.079168
23-Oct-41,0.079239
28-Oct-41,0.07927
02-Nov-41,0.079274
07-Nov-41,0.079215
12-Nov-41,0.079128
17-Nov-41,0.079118
22-Nov-41,0.07927
27-Nov-41,0.07927
02-Dec-41,0.079326
07-Dec-41,0.079366
12-Dec-41,0.079495
17-Dec-41,0.079566
22-Dec-41,0.079875
27-Dec-41,0.07967
01-Jan-42,0.079613
06-Jan-42,0.079596
11-Jan-42,0.079606
16-Jan-42,0.079597
